Date,Time,Level,Component,Content,LineId,EventId,EventTemplate
17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver,540,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 14.0 (TID 590). 2087 bytes result sent to driver,541,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver,542,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver,543,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver,544,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 612,545,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 15.0 (TID 612),546,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 626,547,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 15.0 (TID 626),548,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 636,549,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 15.0 (TID 636),550,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 638,551,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 15.0 (TID 638),552,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 639,553,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 15.0 (TID 639),554,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 24,555,E29,Started reading broadcast variable <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_24_piece0 stored as bytes in memory (estimated size 5.6 KB, free 393.0 KB)",556,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 24 took 10 ms,557,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_24 stored as values in memory (estimated size 9.8 KB, free 402.8 KB)",558,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_1 not found, computing it",559,E19,Partition <*> not found computing
17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_4 not found, computing it",560,E19,Partition <*> not found computing
17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_3 not found, computing it",561,E19,Partition <*> not found computing
17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_2 not found, computing it",562,E19,Partition <*> not found computing
17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_0 not found, computing it",563,E19,Partition <*> not found computing
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,564,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,565,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,566,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,567,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,568,E10,Found block <*> locally
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0",569,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -96, init = 135, finish = 0",570,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -98, init = 139, finish = 0",571,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -99, init = 139, finish = 0",572,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0",573,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_1 stored as bytes in memory (estimated size 162.0 B, free 403.0 KB)",574,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_4 stored as bytes in memory (estimated size 200.0 B, free 403.2 KB)",575,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_3 stored as bytes in memory (estimated size 194.0 B, free 403.4 KB)",576,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_2 stored as bytes in memory (estimated size 163.0 B, free 403.5 KB)",577,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_0 stored as bytes in memory (estimated size 244.0 B, free 403.8 KB)",578,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = 19, init = 19, finish = 0",579,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = 20, init = 19, finish = 0",580,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = 19, init = 19, finish = 0",581,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = 17, init = 23, finish = 0",582,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver,583,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = 18, init = 24, finish = 0",584,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver,585,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver,586,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 15.0 (TID 636). 2667 bytes result sent to driver,587,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver,588,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 643,589,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 16.0 (TID 643),590,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 657,591,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 16.0 (TID 657),592,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 671,593,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 16.0 (TID 671),594,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 678,595,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 25,596,E29,Started reading broadcast variable <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 16.0 (TID 678),597,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 679,598,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 16.0 (TID 679),599,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_25_piece0 stored as bytes in memory (estimated size 5.7 KB, free 409.5 KB)",600,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 25 took 11 ms,601,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_25 stored as values in memory (estimated size 10.1 KB, free 419.6 KB)",602,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_0 locally,603,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_4 locally,604,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_3 locally,605,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_2 locally,606,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_1 locally,607,E10,Found block <*> locally
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -104, init = 143, finish = 0",608,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -104, init = 145, finish = 0",609,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -106, init = 145, finish = 0",610,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -106, init = 145, finish = 0",611,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 43, boot = -104, init = 146, finish = 1",612,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver,613,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver,614,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver,615,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver,616,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver,617,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 692,618,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 17.0 (TID 692),619,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 706,620,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 17.0 (TID 706),621,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 716,622,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 17.0 (TID 716),623,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 718,624,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 26,625,E29,Started reading broadcast variable <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 17.0 (TID 718),626,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 719,627,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 17.0 (TID 719),628,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_26_piece0 stored as bytes in memory (estimated size 5.8 KB, free 379.9 KB)",629,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 26 took 10 ms,630,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_26 stored as values in memory (estimated size 9.7 KB, free 389.6 KB)",631,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,632,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,633,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,634,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,635,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,636,E10,Found block <*> locally
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -69, init = 110, finish = 1",637,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -71, init = 110, finish = 1",638,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -73, init = 111, finish = 1",639,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 44, boot = -72, init = 115, finish = 1",640,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -71, init = 112, finish = 1",641,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver,642,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver,643,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 17.0 (TID 716). 2156 bytes result sent to driver,644,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver,645,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver,646,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 722,647,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 18.0 (TID 722),648,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 736,649,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 18.0 (TID 736),650,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 750,651,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 18.0 (TID 750),652,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 758,653,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 18.0 (TID 758),654,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 27,655,E29,Started reading broadcast variable <*>
17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 759,656,E11,Got assigned task <*>
17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 18.0 (TID 759),657,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_27_piece0 stored as bytes in memory (estimated size 5.4 KB, free 395.0 KB)",658,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 27 took 10 ms,659,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_27 stored as values in memory (estimated size 9.2 KB, free 404.2 KB)",660,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,661,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,662,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,663,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,664,E10,Found block <*> locally
17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,665,E10,Found block <*> locally
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 38, boot = -77, init = 115, finish = 0",666,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -76, init = 115, finish = 1",667,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -75, init = 115, finish = 0",668,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 42, boot = -74, init = 115, finish = 1",669,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,executor.Executor,Finished task 4.0 in stage 18.0 (TID 759). 2087 bytes result sent to driver,670,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:56,INFO,executor.Executor,Finished task 0.0 in stage 18.0 (TID 722). 2087 bytes result sent to driver,671,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:56,INFO,executor.Executor,Finished task 3.0 in stage 18.0 (TID 758). 2087 bytes result sent to driver,672,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:56,INFO,executor.Executor,Finished task 1.0 in stage 18.0 (TID 736). 2087 bytes result sent to driver,673,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 42, boot = -74, init = 115, finish = 1",674,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,executor.Executor,Finished task 2.0 in stage 18.0 (TID 750). 2087 bytes result sent to driver,675,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 762,676,E11,Got assigned task <*>
17/06/09,20:10:56,INFO,executor.Executor,Running task 0.0 in stage 19.0 (TID 762),677,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 776,678,E11,Got assigned task <*>
17/06/09,20:10:56,INFO,executor.Executor,Running task 1.0 in stage 19.0 (TID 776),679,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 789,680,E11,Got assigned task <*>
17/06/09,20:10:56,INFO,executor.Executor,Running task 2.0 in stage 19.0 (TID 789),681,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 798,682,E11,Got assigned task <*>
17/06/09,20:10:56,INFO,executor.Executor,Running task 3.0 in stage 19.0 (TID 798),683,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 28,684,E29,Started reading broadcast variable <*>
17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 799,685,E11,Got assigned task <*>
17/06/09,20:10:56,INFO,executor.Executor,Running task 4.0 in stage 19.0 (TID 799),686,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_28_piece0 stored as bytes in memory (estimated size 5.6 KB, free 409.8 KB)",687,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 28 took 9 ms,688,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_28 stored as values in memory (estimated size 9.8 KB, free 419.6 KB)",689,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_0 not found, computing it",690,E19,Partition <*> not found computing
17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_4 not found, computing it",691,E19,Partition <*> not found computing
17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_3 not found, computing it",692,E19,Partition <*> not found computing
17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_2 not found, computing it",693,E19,Partition <*> not found computing
17/06/09,20:10:56,INFO,spark.CacheManager,"Partition rdd_26_1 not found, computing it",694,E19,Partition <*> not found computing
17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_0 locally,695,E10,Found block <*> locally
17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_4 locally,696,E10,Found block <*> locally
17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_3 locally,697,E10,Found block <*> locally
17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_2 locally,698,E10,Found block <*> locally
17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_2_1 locally,699,E10,Found block <*> locally
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -79, init = 119, finish = 0",700,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = -82, init = 123, finish = 0",701,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = -82, init = 123, finish = 0",702,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_0 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)",703,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_3 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)",704,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_4 stored as bytes in memory (estimated size 16.0 B, free 419.6 KB)",705,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = -67, init = 107, finish = 1",706,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 42, boot = -66, init = 107, finish = 1",707,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_2 stored as bytes in memory (estimated size 16.0 B, free 419.7 KB)",708,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:56,INFO,storage.MemoryStore,"Block rdd_26_1 stored as bytes in memory (estimated size 16.0 B, free 419.7 KB)",709,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 38, boot = 23, init = 15, finish = 0",710,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,executor.Executor,Finished task 0.0 in stage 19.0 (TID 762). 2667 bytes result sent to driver,711,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = 20, init = 20, finish = 0",712,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 41, boot = 23, init = 18, finish = 0",713,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,executor.Executor,Finished task 3.0 in stage 19.0 (TID 798). 2667 bytes result sent to driver,714,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:56,INFO,executor.Executor,Finished task 4.0 in stage 19.0 (TID 799). 2667 bytes result sent to driver,715,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 39, boot = 18, init = 21, finish = 0",716,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 39, boot = 18, init = 21, finish = 0",717,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:56,INFO,executor.Executor,Finished task 1.0 in stage 19.0 (TID 776). 2667 bytes result sent to driver,718,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:56,INFO,executor.Executor,Finished task 2.0 in stage 19.0 (TID 789). 2667 bytes result sent to driver,719,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 807,720,E11,Got assigned task <*>
17/06/09,20:10:56,INFO,executor.Executor,Running task 0.0 in stage 20.0 (TID 807),721,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 821,722,E11,Got assigned task <*>
17/06/09,20:10:56,INFO,executor.Executor,Running task 1.0 in stage 20.0 (TID 821),723,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 833,724,E11,Got assigned task <*>
17/06/09,20:10:56,INFO,executor.Executor,Running task 2.0 in stage 20.0 (TID 833),725,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 838,726,E11,Got assigned task <*>
17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 29,727,E29,Started reading broadcast variable <*>
17/06/09,20:10:56,INFO,executor.Executor,Running task 3.0 in stage 20.0 (TID 838),728,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:56,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 839,729,E11,Got assigned task <*>
17/06/09,20:10:56,INFO,executor.Executor,Running task 4.0 in stage 20.0 (TID 839),730,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_29_piece0 stored as bytes in memory (estimated size 5.7 KB, free 379.5 KB)",731,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 29 took 11 ms,732,E20,Reading broadcast variable <*> took <*>
