Month,Date,Time,Level,Component,PID,Content,LineId,EventId,EventTemplate
Jun,30,19:03:07,combo,sshd(pam_unix),19097,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,533,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jun,30,20:16:17,combo,sshd(pam_unix),19202,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,534,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jun,30,20:16:17,combo,sshd(pam_unix),19203,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,535,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jun,30,20:16:26,combo,sshd(pam_unix),19209,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,536,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jun,30,20:16:26,combo,sshd(pam_unix),19208,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,537,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jun,30,20:16:30,combo,sshd(pam_unix),19222,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,538,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jun,30,20:53:04,combo,klogind,19272,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,539,E13,Authentication failed from <*> Permission denied replay cache code
Jun,30,20:53:04,combo,klogind,19272,Kerberos authentication failed,540,E61,Kerberos authentication failed
Jun,30,20:53:04,combo,klogind,19287,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,541,E13,Authentication failed from <*> Permission denied replay cache code
Jun,30,20:53:04,combo,klogind,19287,Kerberos authentication failed,542,E61,Kerberos authentication failed
Jun,30,20:53:04,combo,klogind,19286,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,543,E13,Authentication failed from <*> Permission denied replay cache code
Jun,30,20:53:04,combo,klogind,19286,Kerberos authentication failed,544,E61,Kerberos authentication failed
Jun,30,20:53:04,combo,klogind,19271,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,545,E13,Authentication failed from <*> Permission denied replay cache code
Jun,30,20:53:04,combo,klogind,19271,Kerberos authentication failed,546,E61,Kerberos authentication failed
Jun,30,20:53:04,combo,klogind,19270,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,547,E13,Authentication failed from <*> Permission denied replay cache code
Jun,30,20:53:04,combo,klogind,19270,Kerberos authentication failed,548,E61,Kerberos authentication failed
Jun,30,20:53:04,combo,klogind,19269,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,549,E13,Authentication failed from <*> Permission denied replay cache code
Jun,30,20:53:04,combo,klogind,19269,Kerberos authentication failed,550,E61,Kerberos authentication failed
Jun,30,20:53:04,combo,klogind,19268,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,551,E13,Authentication failed from <*> Permission denied replay cache code
Jun,30,20:53:04,combo,klogind,19288,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,552,E13,Authentication failed from <*> Permission denied replay cache code
Jun,30,20:53:04,combo,klogind,19274,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,553,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:04,combo,klogind,19268,Kerberos authentication failed,554,E61,Kerberos authentication failed
Jun,30,20:53:04,combo,klogind,19288,Kerberos authentication failed,555,E61,Kerberos authentication failed
Jun,30,20:53:04,combo,klogind,19274,Kerberos authentication failed,556,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19266,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,557,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19266,Kerberos authentication failed,558,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19267,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,559,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19267,Kerberos authentication failed,560,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19278,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,561,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19278,Kerberos authentication failed,562,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19273,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,563,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19273,Kerberos authentication failed,564,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19276,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,565,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19276,Kerberos authentication failed,566,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19275,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,567,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19275,Kerberos authentication failed,568,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19277,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,569,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19277,Kerberos authentication failed,570,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19279,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,571,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19279,Kerberos authentication failed,572,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19280,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,573,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19281,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,574,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19282,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,575,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19280,Kerberos authentication failed,576,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19283,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,577,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19281,Kerberos authentication failed,578,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19285,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,579,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19284,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,580,E14,Authentication failed from <*> Software caused connection abort
Jun,30,20:53:06,combo,klogind,19282,Kerberos authentication failed,581,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19283,Kerberos authentication failed,582,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19285,Kerberos authentication failed,583,E61,Kerberos authentication failed
Jun,30,20:53:06,combo,klogind,19284,Kerberos authentication failed,584,E61,Kerberos authentication failed
Jun,30,22:16:32,combo,sshd(pam_unix),19432,session opened for user test by (uid=509),585,E102,session opened for user <*>  <*>
Jun,30,22:16:32,combo,sshd(pam_unix),19431,session opened for user test by (uid=509),586,E102,session opened for user <*>  <*>
Jun,30,22:16:32,combo,sshd(pam_unix),19433,session opened for user test by (uid=509),587,E102,session opened for user <*>  <*>
Jun,30,22:16:32,combo,sshd(pam_unix),19434,session opened for user test by (uid=509),588,E102,session opened for user <*>  <*>
Jun,30,22:16:32,combo,sshd(pam_unix),19435,session opened for user test by (uid=509),589,E102,session opened for user <*>  <*>
Jun,30,22:16:32,combo,sshd(pam_unix),19436,session opened for user test by (uid=509),590,E102,session opened for user <*>  <*>
Jun,30,22:16:32,combo,sshd(pam_unix),19438,session opened for user test by (uid=509),591,E102,session opened for user <*>  <*>
Jun,30,22:16:32,combo,sshd(pam_unix),19437,session opened for user test by (uid=509),592,E102,session opened for user <*>  <*>
Jun,30,22:16:32,combo,sshd(pam_unix),19432,session closed for user test,593,E101,session closed for user <*> t
Jun,30,22:16:32,combo,sshd(pam_unix),19431,session closed for user test,594,E101,session closed for user <*> t
Jun,30,22:16:32,combo,sshd(pam_unix),19439,session opened for user test by (uid=509),595,E102,session opened for user <*>  <*>
Jun,30,22:16:32,combo,sshd(pam_unix),19440,session opened for user test by (uid=509),596,E102,session opened for user <*>  <*>
Jun,30,22:16:32,combo,sshd(pam_unix),19434,session closed for user test,597,E101,session closed for user <*> t
Jun,30,22:16:32,combo,sshd(pam_unix),19435,session closed for user test,598,E101,session closed for user <*> t
Jun,30,22:16:33,combo,sshd(pam_unix),19433,session closed for user test,599,E101,session closed for user <*> t
Jun,30,22:16:33,combo,sshd(pam_unix),19436,session closed for user test,600,E101,session closed for user <*> t
Jun,30,22:16:33,combo,sshd(pam_unix),19437,session closed for user test,601,E101,session closed for user <*> t
Jun,30,22:16:33,combo,sshd(pam_unix),19438,session closed for user test,602,E101,session closed for user <*> t
Jun,30,22:16:33,combo,sshd(pam_unix),19439,session closed for user test,603,E101,session closed for user <*> t
Jun,30,22:16:33,combo,sshd(pam_unix),19440,session closed for user test,604,E101,session closed for user <*> t
Jul,1,00:21:28,combo,sshd(pam_unix),19630,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,605,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,00:21:28,combo,sshd(pam_unix),19628,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,606,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,00:21:30,combo,sshd(pam_unix),19640,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,607,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,00:21:30,combo,sshd(pam_unix),19642,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,608,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,00:21:30,combo,sshd(pam_unix),19632,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,609,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,00:21:31,combo,sshd(pam_unix),19643,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,610,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,00:21:31,combo,sshd(pam_unix),19631,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,611,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,00:21:32,combo,sshd(pam_unix),19636,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,612,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,00:21:32,combo,sshd(pam_unix),19645,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,613,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,00:21:35,combo,sshd(pam_unix),19637,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,614,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,04:05:17,combo,su(pam_unix),20298,session opened for user cyrus by (uid=0),615,E102,session opened for user <*>  <*>
Jul,1,04:05:18,combo,su(pam_unix),20298,session closed for user cyrus,616,E101,session closed for user <*> 
Jul,1,04:05:19,combo,logrotate,,ALERT exited abnormally with [1],617,E8,ALERT exited abnormally with <*>
Jul,1,04:11:35,combo,su(pam_unix),21530,session opened for user news by (uid=0),618,E102,session opened for user <*> s <*>
Jul,1,04:11:36,combo,su(pam_unix),21530,session closed for user news,619,E101,session closed for user <*> s
Jul,1,05:02:26,combo,sshd(pam_unix),21689,session opened for user test by (uid=509),620,E102,session opened for user <*>  <*>
Jul,1,05:02:26,combo,sshd(pam_unix),21689,session closed for user test,621,E101,session closed for user <*> t
Jul,1,05:02:26,combo,sshd(pam_unix),21691,session opened for user test by (uid=509),622,E102,session opened for user <*>  <*>
Jul,1,05:02:26,combo,sshd(pam_unix),21691,session closed for user test,623,E101,session closed for user <*> t
Jul,1,05:02:26,combo,sshd(pam_unix),21692,session opened for user test by (uid=509),624,E102,session opened for user <*>  <*>
Jul,1,05:02:26,combo,sshd(pam_unix),21692,session closed for user test,625,E101,session closed for user <*> t
Jul,1,05:02:27,combo,sshd(pam_unix),21693,session opened for user test by (uid=509),626,E102,session opened for user <*>  <*>
Jul,1,05:02:27,combo,sshd(pam_unix),21693,session closed for user test,627,E101,session closed for user <*> t
Jul,1,07:57:30,combo,ftpd,21952,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,628,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21951,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,629,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21957,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,630,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21953,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,631,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21954,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,632,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21955,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,633,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21950,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,634,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21956,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,635,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21958,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,636,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21945,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,637,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21959,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,638,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21940,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,639,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21941,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,640,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21946,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,641,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21937,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,642,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21943,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,643,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21944,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,644,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21948,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,645,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21947,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,646,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21942,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,647,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21938,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,648,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21949,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,649,E29,connection from <*>
Jul,1,07:57:30,combo,ftpd,21939,connection from 202.82.200.188 () at  <*>   <*>   1 07:57:30 2005,650,E29,connection from <*>
Jul,1,09:14:43,combo,sshd(pam_unix),22099,session opened for user test by (uid=509),651,E102,session opened for user <*>  <*>
Jul,1,09:14:43,combo,sshd(pam_unix),22104,session opened for user test by (uid=509),652,E102,session opened for user <*>  <*>
Jul,1,09:14:43,combo,sshd(pam_unix),22104,session closed for user test,653,E101,session closed for user <*> t
Jul,1,09:14:43,combo,sshd(pam_unix),22106,session opened for user test by (uid=509),654,E102,session opened for user <*>  <*>
Jul,1,09:14:44,combo,sshd(pam_unix),22099,session closed for user test,655,E101,session closed for user <*> t
Jul,1,09:14:44,combo,sshd(pam_unix),22112,session opened for user test by (uid=509),656,E102,session opened for user <*>  <*>
Jul,1,09:14:44,combo,sshd(pam_unix),22106,session closed for user test,657,E101,session closed for user <*> t
Jul,1,09:14:44,combo,sshd(pam_unix),22112,session closed for user test,658,E101,session closed for user <*> t
Jul,1,10:56:41,combo,sshd(pam_unix),22272,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,659,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,10:56:41,combo,sshd(pam_unix),22269,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,660,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,10:56:41,combo,sshd(pam_unix),22277,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,661,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,10:56:42,combo,sshd(pam_unix),22271,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,662,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,10:56:42,combo,sshd(pam_unix),22273,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,663,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,10:56:42,combo,sshd(pam_unix),22270,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,664,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,10:56:43,combo,sshd(pam_unix),22268,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,665,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,10:56:43,combo,sshd(pam_unix),22274,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,666,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,10:56:44,combo,sshd(pam_unix),22276,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,667,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,1,10:56:44,combo,sshd(pam_unix),22275,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,668,E18,authentication failure log name <*> tty DEVs user host <*> user root
Jul,2,01:41:32,combo,sshd(pam_unix),23533,session opened for user test by (uid=509),669,E102,session opened for user <*>  <*>
Jul,2,01:41:32,combo,sshd(pam_unix),23534,session opened for user test by (uid=509),670,E102,session opened for user <*>  <*>
Jul,2,01:41:32,combo,sshd(pam_unix),23535,session opened for user test by (uid=509),671,E102,session opened for user <*>  <*>
Jul,2,01:41:32,combo,sshd(pam_unix),23536,session opened for user test by (uid=509),672,E102,session opened for user <*>  <*>
Jul,2,01:41:32,combo,sshd(pam_unix),23533,session closed for user test,673,E101,session closed for user <*> t
Jul,2,01:41:32,combo,sshd(pam_unix),23534,session closed for user test,674,E101,session closed for user <*> t
Jul,2,01:41:32,combo,sshd(pam_unix),23535,session closed for user test,675,E101,session closed for user <*> t
Jul,2,01:41:32,combo,sshd(pam_unix),23536,session closed for user test,676,E101,session closed for user <*> t
Jul,2,01:41:33,combo,sshd(pam_unix),23544,session opened for user test by (uid=509),677,E102,session opened for user <*>  <*>
Jul,2,01:41:33,combo,sshd(pam_unix),23544,session closed for user test,678,E101,session closed for user <*> t
Jul,2,01:41:33,combo,sshd(pam_unix),23545,session opened for user test by (uid=509),679,E102,session opened for user <*>  <*>
Jul,2,01:41:33,combo,sshd(pam_unix),23546,session opened for user test by (uid=509),680,E102,session opened for user <*>  <*>
Jul,2,01:41:33,combo,sshd(pam_unix),23547,session opened for user test by (uid=509),681,E102,session opened for user <*>  <*>
Jul,2,01:41:33,combo,sshd(pam_unix),23545,session closed for user test,682,E101,session closed for user <*> t
Jul,2,01:41:33,combo,sshd(pam_unix),23546,session closed for user test,683,E101,session closed for user <*> t
Jul,2,01:41:33,combo,sshd(pam_unix),23547,session closed for user test,684,E101,session closed for user <*> t
Jul,2,04:04:02,combo,su(pam_unix),24117,session opened for user cyrus by (uid=0),685,E102,session opened for user <*>  <*>
Jul,2,04:04:02,combo,su(pam_unix),24117,session closed for user cyrus,686,E101,session closed for user <*> 
Jul,2,04:04:03,combo,logrotate,,ALERT exited abnormally with [1],687,E8,ALERT exited abnormally with <*>
Jul,2,04:09:53,combo,su(pam_unix),24511,session opened for user news by (uid=0),688,E102,session opened for user <*> s <*>
Jul,2,04:09:54,combo,su(pam_unix),24511,session closed for user news,689,E101,session closed for user <*> s
Jul,2,04:15:33,combo,sshd(pam_unix),24588,check pass; user unknown,690,E27,check pass user unknown
Jul,2,04:15:33,combo,sshd(pam_unix),24588,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,691,E27,authentication failure log name <*> tty DEVs user host <*>  com
Jul,2,04:15:33,combo,sshd(pam_unix),24587,check pass; user unknown,692,E27,check pass user unknown
Jul,2,04:15:33,combo,sshd(pam_unix),24587,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,693,E27,authentication failure log name <*> tty DEVs user host <*>  com
Jul,2,04:15:33,combo,sshd(pam_unix),24590,check pass; user unknown,694,E27,check pass user unknown
Jul,2,04:15:33,combo,sshd(pam_unix),24590,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,695,E27,authentication failure log name <*> tty DEVs user host <*>  com
Jul,2,04:15:43,combo,sshd(pam_unix),24573,check pass; user unknown,696,E27,check pass user unknown
Jul,2,04:15:43,combo,sshd(pam_unix),24573,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,697,E27,authentication failure log name <*> tty DEVs user host <*>  com
Jul,2,04:15:43,combo,sshd(pam_unix),24574,check pass; user unknown,698,E27,check pass user unknown
Jul,2,04:15:43,combo,sshd(pam_unix),24574,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,699,E27,authentication failure log name <*> tty DEVs user host <*>  com
Jul,2,04:15:43,combo,sshd(pam_unix),24576,check pass; user unknown,700,E27,check pass user unknown
Jul,2,04:15:43,combo,sshd(pam_unix),24576,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,701,E27,authentication failure log name <*> tty DEVs user host <*>  com
Jul,2,04:15:43,combo,sshd(pam_unix),24578,check pass; user unknown,702,E27,check pass user unknown
Jul,2,04:15:43,combo,sshd(pam_unix),24578,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,703,E27,authentication failure log name <*> tty DEVs user host <*>  com
Jul,2,04:15:43,combo,sshd(pam_unix),24579,check pass; user unknown,704,E27,check pass user unknown
Jul,2,04:15:43,combo,sshd(pam_unix),24579,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,705,E27,authentication failure log name <*> tty DEVs user host <*>  com
Jul,2,04:15:43,combo,sshd(pam_unix),24581,check pass; user unknown,706,E27,check pass user unknown
Jul,2,04:15:43,combo,sshd(pam_unix),24581,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,707,E27,authentication failure log name <*> tty DEVs user host <*>  com
Jul,2,04:15:43,combo,sshd(pam_unix),24583,check pass; user unknown,708,E27,check pass user unknown
Jul,2,04:15:43,combo,sshd(pam_unix),24583,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,709,E27,authentication failure log name <*> tty DEVs user host <*>  com
Jul,3,04:07:47,combo,su(pam_unix),26964,session opened for user cyrus by (uid=0),710,E102,session opened for user <*>  <*>
Jul,3,04:07:48,combo,su(pam_unix),26964,session closed for user cyrus,711,E101,session closed for user <*> 
Jul,3,04:07:49,combo,cups,,cupsd shutdown succeeded,712,E37,cups shutdown succeeded
Jul,3,04:07:55,combo,cups,,cupsd startup succeeded,713,E38,c<*>  startup succeeded
Jul,3,04:08:03,combo,syslogd 1.4.1,,restart.,714,E90,restart
Jul,3,04:08:03,combo,logrotate,,ALERT exited abnormally with [1],715,E8,ALERT exited abnormally with <*>
Jul,3,04:14:00,combo,su(pam_unix),28416,session opened for user news by (uid=0),716,E102,session opened for user <*> s <*>
Jul,3,04:14:01,combo,su(pam_unix),28416,session closed for user news,717,E101,session closed for user <*> s
Jul,3,10:05:25,combo,ftpd,32069,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at  <*>   <*>   3 10:05:25 2005,718,E29,connection from <*> dsl static <*> touch tel india net <*>
Jul,3,10:05:25,combo,ftpd,32067,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at  <*>   <*>   3 10:05:25 2005,719,E29,connection from <*> dsl static <*> touch tel india net <*>
Jul,3,10:05:25,combo,ftpd,32070,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at  <*>   <*>   3 10:05:25 2005,720,E29,connection from <*> dsl static <*> touch tel india net <*>
Jul,3,10:05:25,combo,ftpd,32053,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at  <*>   <*>   3 10:05:25 2005,721,E29,connection from <*> dsl static <*> touch tel india net <*>
Jul,3,10:05:25,combo,ftpd,32066,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at  <*>   <*>   3 10:05:25 2005,722,E29,connection from <*> dsl static <*> touch tel india net <*>
Jul,3,10:05:25,combo,ftpd,32068,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at  <*>   <*>   3 10:05:25 2005,723,E29,connection from <*> dsl static <*> touch tel india net <*>
Jul,3,10:05:25,combo,ftpd,32065,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at  <*>   <*>   3 10:05:25 2005,724,E29,connection from <*> dsl static <*> touch tel india net <*>
Jul,3,10:05:25,combo,ftpd,32062,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at  <*>   <*>   3 10:05:25 2005,725,E29,connection from <*> dsl static <*> touch tel india net <*>
Jul,3,10:05:25,combo,ftpd,32063,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at  <*>   <*>   3 10:05:25 2005,726,E29,connection from <*> dsl static <*> touch tel india net <*>
Jul,3,10:05:25,combo,ftpd,32059,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at  <*>   <*>   3 10:05:25 2005,727,E29,connection from <*> dsl static <*> touch tel india net <*>
Jul,3,10:05:25,combo,ftpd,32060,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at  <*>   <*>   3 10:05:25 2005,728,E29,connection from <*> dsl static <*> touch tel india net <*>
Jul,3,10:05:25,combo,ftpd,32071,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at  <*>   <*>   3 10:05:25 2005,729,E29,connection from <*> dsl static <*> touch tel india net <*>
