Time,Level,Content,LineId,EventId,EventTemplate
Sun Dec 04 06:58:13 2005,notice,jk2_init() Found child 32672 in scoreboard slot 9,453,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:58:13 2005,notice,jk2_init() Found child 32673 in scoreboard slot 10,454,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:58:27 2005,notice,jk2_init() Found child 32675 in scoreboard slot 6,455,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:58:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,456,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:58:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,457,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:58:29 2005,error,mod_jk child workerEnv in error state 6,458,E1,mod child worker error state <*>
Sun Dec 04 06:58:29 2005,error,mod_jk child workerEnv in error state 6,459,E1,mod child worker error state <*>
Sun Dec 04 06:58:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,460,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:58:53 2005,error,mod_jk child workerEnv in error state 6,461,E1,mod child worker error state <*>
Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32677 in scoreboard slot 7,462,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32676 in scoreboard slot 9,463,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32678 in scoreboard slot 10,464,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:59:28 2005,notice,jk2_init() Found child 32679 in scoreboard slot 8,465,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:59:28 2005,notice,jk2_init() Found child 32680 in scoreboard slot 6,466,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:59:34 2005,notice,jk2_init() Found child 32681 in scoreboard slot 9,467,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:59:34 2005,notice,jk2_init() Found child 32682 in scoreboard slot 7,468,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 06:59:38 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,469,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:59:40 2005,error,mod_jk child workerEnv in error state 6,470,E1,mod child worker error state <*>
Sun Dec 04 06:59:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,471,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:59:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,472,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 06:59:47 2005,error,mod_jk child workerEnv in error state 8,473,E1,mod child worker error state <*>
Sun Dec 04 06:59:47 2005,error,mod_jk child workerEnv in error state 7,474,E1,mod child worker error state <*>
Sun Dec 04 06:59:59 2005,notice,jk2_init() Found child 32683 in scoreboard slot 10,475,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:00:06 2005,notice,jk2_init() Found child 32685 in scoreboard slot 6,476,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32688 in scoreboard slot 11,477,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32695 in scoreboard slot 8,478,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32696 in scoreboard slot 6,479,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:01:25 2005,notice,jk2_init() Found child 32701 in scoreboard slot 10,480,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:01:26 2005,notice,jk2_init() Found child 32702 in scoreboard slot 11,481,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32711 in scoreboard slot 10,482,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32708 in scoreboard slot 7,483,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32710 in scoreboard slot 9,484,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32709 in scoreboard slot 8,485,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:01:57 2005,notice,jk2_init() Found child 32712 in scoreboard slot 6,486,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,487,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,488,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,489,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,490,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,491,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 9,492,E1,mod child worker error state <*>
Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 8,493,E1,mod child worker error state <*>
Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 8,494,E1,mod child worker error state <*>
Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 6,495,E1,mod child worker error state <*>
Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 6,496,E1,mod child worker error state <*>
Sun Dec 04 07:02:52 2005,notice,jk2_init() Found child 32713 in scoreboard slot 7,497,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:03:23 2005,notice,jk2_init() Found child 32717 in scoreboard slot 10,498,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:03:48 2005,notice,jk2_init() Found child 32720 in scoreboard slot 8,499,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:04:27 2005,notice,jk2_init() Found child 32726 in scoreboard slot 8,500,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32730 in scoreboard slot 7,501,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32729 in scoreboard slot 6,502,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32731 in scoreboard slot 8,503,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:05:44 2005,notice,jk2_init() Found child 32739 in scoreboard slot 7,504,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:05:44 2005,notice,jk2_init() Found child 32740 in scoreboard slot 8,505,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:06:11 2005,notice,jk2_init() Found child 32742 in scoreboard slot 10,506,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32758 in scoreboard slot 7,507,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32755 in scoreboard slot 8,508,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32754 in scoreboard slot 11,509,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,510,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,511,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,512,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 9,513,E1,mod child worker error state <*>
Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 10,514,E1,mod child worker error state <*>
Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 8,515,E1,mod child worker error state <*>
Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32761 in scoreboard slot 6,516,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32762 in scoreboard slot 9,517,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32763 in scoreboard slot 10,518,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,519,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 7,520,E1,mod child worker error state <*>
Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,521,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 6,522,E1,mod child worker error state <*>
Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,523,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 7,524,E1,mod child worker error state <*>
Sun Dec 04 07:10:54 2005,notice,jk2_init() Found child 308 in scoreboard slot 8,525,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:11:04 2005,notice,jk2_init() Found child 310 in scoreboard slot 6,526,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:11:04 2005,notice,jk2_init() Found child 309 in scoreboard slot 7,527,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:11:05 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,528,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:11:05 2005,error,mod_jk child workerEnv in error state 6,529,E1,mod child worker error state <*>
Sun Dec 04 07:11:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,530,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:11:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,531,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:11:22 2005,error,mod_jk child workerEnv in error state 6,532,E1,mod child worker error state <*>
Sun Dec 04 07:11:22 2005,error,mod_jk child workerEnv in error state 6,533,E1,mod child worker error state <*>
Sun Dec 04 07:11:49 2005,notice,jk2_init() Found child 311 in scoreboard slot 9,534,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:12:05 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,535,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:12:08 2005,error,mod_jk child workerEnv in error state 6,536,E1,mod child worker error state <*>
Sun Dec 04 07:12:22 2005,notice,jk2_init() Found child 312 in scoreboard slot 10,537,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:12:22 2005,notice,jk2_init() Found child 313 in scoreboard slot 8,538,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:12:40 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,539,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:12:40 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,540,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:12:44 2005,error,mod_jk child workerEnv in error state 6,541,E1,mod child worker error state <*>
Sun Dec 04 07:12:44 2005,error,mod_jk child workerEnv in error state 6,542,E1,mod child worker error state <*>
Sun Dec 04 07:13:09 2005,notice,jk2_init() Found child 314 in scoreboard slot 7,543,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:13:09 2005,notice,jk2_init() Found child 315 in scoreboard slot 6,544,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:13:10 2005,notice,jk2_init() Found child 316 in scoreboard slot 9,545,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,546,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,547,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:13:36 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,548,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:13:41 2005,error,mod_jk child workerEnv in error state 6,549,E1,mod child worker error state <*>
Sun Dec 04 07:13:41 2005,error,mod_jk child workerEnv in error state 6,550,E1,mod child worker error state <*>
Sun Dec 04 07:14:07 2005,notice,jk2_init() Found child 319 in scoreboard slot 7,551,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:14:07 2005,notice,jk2_init() Found child 317 in scoreboard slot 10,552,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:14:08 2005,notice,jk2_init() Found child 318 in scoreboard slot 8,553,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:14:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,554,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:14:29 2005,error,mod_jk child workerEnv in error state 7,555,E1,mod child worker error state <*>
Sun Dec 04 07:14:47 2005,notice,jk2_init() Found child 321 in scoreboard slot 9,556,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:15:09 2005,notice,jk2_init() Found child 324 in scoreboard slot 11,557,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:15:09 2005,notice,jk2_init() Found child 323 in scoreboard slot 8,558,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 350 in scoreboard slot 9,559,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 353 in scoreboard slot 12,560,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 352 in scoreboard slot 11,561,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 349 in scoreboard slot 8,562,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 348 in scoreboard slot 7,563,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 347 in scoreboard slot 6,564,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:17:56 2005,notice,jk2_init() Found child 351 in scoreboard slot 10,565,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,566,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,567,E1,mod child worker error state <*>
Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,568,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 6,569,E1,mod child worker error state <*>
Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,570,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,571,E1,mod child worker error state <*>
Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,572,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 8,573,E1,mod child worker error state <*>
Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,574,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,575,E1,mod child worker error state <*>
Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,576,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 6,577,E1,mod child worker error state <*>
Sun Dec 04 07:18:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,578,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 07:18:00 2005,error,mod_jk child workerEnv in error state 7,579,E1,mod child worker error state <*>
Sun Dec 04 07:45:45 2005,error,[client 63.13.186.196] Directory index forbidden by rule: /var/www/html/,580,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 08:54:17 2005,error,[client 147.31.138.75] Directory index forbidden by rule: /var/www/html/,581,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 09:35:12 2005,error,[client 207.203.80.15] Directory index forbidden by rule: /var/www/html/,582,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 10:53:30 2005,error,[client 218.76.139.20] Directory index forbidden by rule: /var/www/html/,583,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 11:11:07 2005,error,[client 24.147.151.74] Directory index forbidden by rule: /var/www/html/,584,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 11:33:18 2005,error,[client 211.141.93.88] Directory index forbidden by rule: /var/www/html/,585,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 11:42:43 2005,error,[client 216.127.124.16] Directory index forbidden by rule: /var/www/html/,586,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 12:33:13 2005,error,[client 208.51.151.210] Directory index forbidden by rule: /var/www/html/,587,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 13:32:32 2005,error,[client 65.68.235.27] Directory index forbidden by rule: /var/www/html/,588,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 14:29:00 2005,error,[client 4.245.93.87] Directory index forbidden by rule: /var/www/html/,589,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 15:18:36 2005,error,[client 67.154.58.130] Directory index forbidden by rule: /var/www/html/,590,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 15:59:01 2005,error,[client 24.83.37.136] Directory index forbidden by rule: /var/www/html/,591,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 16:24:03 2005,notice,jk2_init() Found child 1219 in scoreboard slot 6,592,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:24:05 2005,error,[client 58.225.62.140] Directory index forbidden by rule: /var/www/html/,593,E4,client <*> Directory index forbidden rule var www html
Sun Dec 04 16:24:06 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,594,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:24:06 2005,error,mod_jk child workerEnv in error state 6,595,E1,mod child worker error state <*>
Sun Dec 04 16:31:07 2005,notice,jk2_init() Found child 1248 in scoreboard slot 7,596,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:32:37 2005,notice,jk2_init() Found child 1253 in scoreboard slot 9,597,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:32:56 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,598,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:32:56 2005,error,mod_jk child workerEnv in error state 6,599,E1,mod child worker error state <*>
Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1254 in scoreboard slot 7,600,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1256 in scoreboard slot 6,601,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:32:58 2005,notice,jk2_init() Found child 1255 in scoreboard slot 8,602,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:32:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,603,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:32:58 2005,error,mod_jk child workerEnv in error state 7,604,E1,mod child worker error state <*>
Sun Dec 04 16:32:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,605,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:32:58 2005,error,mod_jk child workerEnv in error state 6,606,E1,mod child worker error state <*>
Sun Dec 04 16:32:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,607,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:32:58 2005,error,mod_jk child workerEnv in error state 6,608,E1,mod child worker error state <*>
Sun Dec 04 16:35:49 2005,notice,jk2_init() Found child 1262 in scoreboard slot 9,609,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:35:52 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,610,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:35:52 2005,error,mod_jk child workerEnv in error state 6,611,E1,mod child worker error state <*>
Sun Dec 04 16:41:15 2005,notice,jk2_init() Found child 1275 in scoreboard slot 6,612,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:41:16 2005,notice,jk2_init() Found child 1276 in scoreboard slot 9,613,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:41:22 2005,notice,jk2_init() Found child 1277 in scoreboard slot 7,614,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:41:22 2005,notice,jk2_init() Found child 1278 in scoreboard slot 8,615,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,616,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,617,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,618,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:41:22 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,619,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,620,E1,mod child worker error state <*>
Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,621,E1,mod child worker error state <*>
Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,622,E1,mod child worker error state <*>
Sun Dec 04 16:41:22 2005,error,mod_jk child workerEnv in error state 6,623,E1,mod child worker error state <*>
Sun Dec 04 16:45:52 2005,notice,jk2_init() Found child 1283 in scoreboard slot 6,624,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:45:52 2005,notice,jk2_init() Found child 1284 in scoreboard slot 9,625,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:46:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,626,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:46:13 2005,error,mod_jk child workerEnv in error state 6,627,E1,mod child worker error state <*>
Sun Dec 04 16:46:45 2005,notice,jk2_init() Found child 1288 in scoreboard slot 9,628,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:47:11 2005,notice,jk2_init() Found child 1291 in scoreboard slot 6,629,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1296 in scoreboard slot 6,630,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1300 in scoreboard slot 10,631,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1298 in scoreboard slot 8,632,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1297 in scoreboard slot 7,633,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:47:59 2005,notice,jk2_init() Found child 1299 in scoreboard slot 9,634,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,635,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 8,636,E1,mod child worker error state <*>
Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,637,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 7,638,E1,mod child worker error state <*>
Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,639,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 6,640,E1,mod child worker error state <*>
Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,641,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 6,642,E1,mod child worker error state <*>
Sun Dec 04 16:48:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,643,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:48:01 2005,error,mod_jk child workerEnv in error state 6,644,E1,mod child worker error state <*>
Sun Dec 04 16:50:53 2005,notice,jk2_init() Found child 1308 in scoreboard slot 6,645,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:50:53 2005,notice,jk2_init() Found child 1309 in scoreboard slot 7,646,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:51:26 2005,notice,jk2_init() Found child 1313 in scoreboard slot 6,647,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:51:26 2005,notice,jk2_init() Found child 1312 in scoreboard slot 10,648,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:52:34 2005,notice,jk2_init() Found child 1320 in scoreboard slot 8,649,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:52:45 2005,notice,jk2_init() Found child 1321 in scoreboard slot 9,650,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:52:45 2005,notice,jk2_init() Found child 1322 in scoreboard slot 10,651,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:52:45 2005,notice,jk2_init() Found child 1323 in scoreboard slot 6,652,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:52:46 2005,notice,jk2_init() Found child 1324 in scoreboard slot 7,653,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:52:46 2005,notice,jk2_init() Found child 1325 in scoreboard slot 8,654,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,655,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,656,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,657,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,658,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:52:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,659,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 6,660,E1,mod child worker error state <*>
Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 7,661,E1,mod child worker error state <*>
Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 7,662,E1,mod child worker error state <*>
Sun Dec 04 16:52:49 2005,error,mod_jk child workerEnv in error state 8,663,E1,mod child worker error state <*>
