Date,Time,Level,Node,Component,Id,Content,LineId,EventId,EventTemplate
2015-07-30,"23:44:58,183",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,569,E5,Cannot open channel <*> election address
2015-07-30,"23:49:40,005",WARN,RecvWorker,3:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,570,E25,Interrupting Send Worker
2015-07-30,"23:52:26,272",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,571,E31,Notification time out <*>
2015-07-31,"00:02:57,202",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client / <*> ; will be dropped if server is in r-o mode,572,E12,Connection request from old client will dropped server mode
2015-07-31,"00:17:52,585",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14edfaa86f60013 with negotiated timeout 10000 for client / <*> ,573,E13,Established session <*> ed<*>  <*> with negotiated time out <*> for client
2015-07-31,"00:19:18,655",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,574,E6,caught end stream exception
2015-07-31,"00:19:19,582",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,575,E6,caught end stream exception
2015-07-31,"00:19:37,018",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client / <*> ; will be dropped if server is in r-o mode,576,E12,Connection request from old client will dropped server mode
2015-07-31,"11:01:40,975",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client / <*>  which had sessionid 0x14edfaa86f60021,577,E10,Closed socket connection for client which had session <*> ed<*>  <*>
2015-07-31,"11:01:54,714",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from / <*> ,578,E2,Accepted socket connection from
2015-07-31,"11:01:57,854",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client / <*> ; will be dropped if server is in r-o mode,579,E12,Connection request from old client will dropped server mode
2015-07-31,"11:09:01,762",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client / <*> ; will be dropped if server is in r-o mode,580,E12,Connection request from old client will dropped server mode
2015-07-31,"15:31:40,971",INFO,Thread-1,QuorumCnxManager$Listener,486,My election bind port: 0.0.0.0/ <*> ,581,E29,election bind port <*>
2015-07-31,"15:31:40,999",INFO,WorkerSender[myid=1],QuorumCnxManager,190,"Have smaller server identifier, so dropping the connection: (2, 1)",582,E23,Have smaller server identifier dropping the connection <*>
2015-07-31,"15:31:42,213",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumPeer,738,FOLLOWING,583,E18,FOLLOWING
2015-07-31,"15:33:29,640",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,584,E5,Cannot open channel <*> election address
2015-07-31,"19:30:07,398",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumPeer,670,LOOKING,585,E26,LOOKING
2015-07-31,"19:30:07,403",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,740,"New election. My id =  1, proposed zxid=0x700000000",586,E5,New election <*> proposed <*>
2015-07-31,"19:30:07,445",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:host.name=mesos-master-1,587,E44,Server environment host name meso master <*>
2015-07-31,"19:30:07,452",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Follower,63,FOLLOWING - LEADER ELECTION TOOK - 49,588,E19,FOLLOWING LEADER ELECTION TOOK <*>
2015-07-31,"21:11:05,474",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ee3e057ed000c with negotiated timeout 10000 for client / <*> ,589,E13,Established session <*> with negotiated time out <*> for client
2015-07-31,"21:23:08,968",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from / <*> ,590,E2,Accepted socket connection from
2015-07-31,"21:23:08,969",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at / <*> ,591,E7,Client attempting establish new session
2015-07-31,"21:23:10,926",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client / <*> ; will be dropped if server is in r-o mode,592,E12,Connection request from old client will dropped server mode
2015-07-31,"21:23:12,897",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client / <*> ; will be dropped if server is in r-o mode,593,E12,Connection request from old client will dropped server mode
2015-07-31,"21:24:43,960",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,594,E6,caught end stream exception
2015-07-31,"21:32:18,390",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ee3e057ed002c with negotiated timeout 10000 for client / <*> ,595,E13,Established session <*> with negotiated time out <*> for client
2015-07-31,"21:32:20,131",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at / <*> ,596,E7,Client attempting establish new session
2015-07-31,"21:44:41,270",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client / <*>  which had sessionid 0x14ee3e057ed0027,597,E10,Closed socket connection for client which had session <*>
2015-08-07,"07:27:47,425",INFO,WorkerReceiver[myid=1],FastLeaderElection,542,"Notification: 3 (n.leader), 0x700000197 (n.zxid), 0x1 (n.round), LEADING (n.state), 3 (n.sid), 0x7 (n.peerEPoch), LOOKING (my state)",598,E20,Notification <*> leader <*> round <*> ING state
2015-08-07,"07:27:47,650",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Follower,63,FOLLOWING - LEADER ELECTION TOOK - 238,599,E19,FOLLOWING LEADER ELECTION TOOK <*>
2015-08-10,"17:52:39,654",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f05578bd80002 with negotiated timeout 10000 for client / <*> ,600,E13,Established session <*> with negotiated time out <*> for client
2015-08-10,"17:53:06,869",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,601,E6,caught end stream exception
2015-08-10,"17:53:22,767",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at / <*> ,602,E7,Client attempting establish new session
2015-08-10,"17:53:22,870",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client / <*> ; will be dropped if server is in r-o mode,603,E12,Connection request from old client will dropped server mode
2015-08-10,"18:12:23,970",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client / <*>  which had sessionid 0x14f05578bd8000d,604,E10,Closed socket connection for client which had session <*>
2015-08-10,"18:12:24,076",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,605,E6,caught end stream exception
2015-08-10,"18:12:24,375",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,606,E6,caught end stream exception
2015-08-10,"18:13:25,200",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f05578bd80020 with negotiated timeout 10000 for client / <*> ,607,E13,Established session <*> with negotiated time out <*> for client
2015-08-10,"18:23:49,901",INFO,main,DatadirCleanupManager,78,autopurge.snapRetainCount set to 3,608,E4,auto purge snap Retain Count set <*>
2015-08-10,"18:23:50,332",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:java.vendor=Oracle Corporation,609,E44,Server environment java vendor Oracle Corporation
2015-08-10,"18:23:52,646",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:Learner,107,Revalidating client: 0x14f05578bd80018,610,E41,validating client <*>
2015-08-10,"18:23:52,649",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:ZooKeeperServer,595,Established session 0x14f05578bd80016 with negotiated timeout 10000 for client / <*> ,611,E13,Established session <*> with negotiated time out <*> for client
2015-08-10,"18:23:52,650",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:ZooKeeperServer,595,Established session 0x14f05578bd80013 with negotiated timeout 10000 for client / <*> ,612,E13,Established session <*> with negotiated time out <*> for client
2015-08-10,"18:23:52,653",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,832,Client attempting to renew session 0x14f05578bd8001b at / <*> ,613,E8,Client attempting renew session <*>
2015-08-10,"18:25:22,080",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,"Server environment:zookeeper.version=3.4.5--1, built on 06/10/2013 17:26 GMT",614,E44,Server environment zookeeper version <*> built <*> GMT
2015-08-10,"18:25:22,082",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:user.name=zookeeper,615,E44,Server environment user name zookeeper
2015-08-10,"18:25:24,332",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:Learner,107,Revalidating client: 0x14f05578bd80013,616,E41,validating client <*>
2015-08-10,"18:25:39,907",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,617,E6,caught end stream exception
2015-08-10,"18:27:49,007",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client / <*>  which had sessionid 0x14f1724a6e80004,618,E10,Closed socket connection for client which had session <*>
2015-08-18,"16:09:13,285",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request / <*> ,619,E40,Received connection request
2015-08-18,"16:09:15,099",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:os.name=Linux,620,E44,Server environment name Linux
2015-08-20,"13:28:51,889",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from / <*> ,621,E2,Accepted socket connection from
2015-08-20,"13:28:51,983",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at / <*> ,622,E7,Client attempting establish new session
2015-08-20,"17:12:29,467",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client / <*>  (no session established for client),623,E9,Closed socket connection for client session established for client
2015-08-20,"17:14:11,414",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,354,Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running,624,E14,Exception causing close session <*> due java Exception ZooKeeper Server not running
2015-08-20,"17:14:12,326",INFO,WorkerReceiver[myid=1],FastLeaderElection,542,"Notification: 2 (n.leader), 0xb00000084 (n.zxid), 0x2 (n.round), LOOKING (n.state), 1 (n.sid), 0xb (n.peerEPoch), LOOKING (my state)",625,E19,Notification <*> leader <*> round L<*> ING state <*> sid <*> peer EPoch LOOKING state
2015-08-20,"17:14:23,824",INFO,WorkerReceiver[myid=1],FastLeaderElection,542,"Notification: 3 (n.leader), 0xb0000007b (n.zxid), 0x2 (n.round), LOOKING (n.state), 3 (n.sid), 0xb (n.peerEPoch), FOLLOWING (my state)",626,E19,Notification <*> leader <*> round LOOKING state <*> sid <*> peer EPoch <*> ING state
2015-08-20,"17:22:22,288",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f4a6318b80005 with negotiated timeout 10000 for client / <*> ,627,E13,Established session <*> with negotiated time out <*> for client
2015-08-20,"17:24:06,873",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at / <*> ,628,E7,Client attempting establish new session
2015-08-20,"17:24:07,582",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from / <*> ,629,E2,Accepted socket connection from
2015-08-20,"17:24:07,816",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f4a6318b80013 with negotiated timeout 10000 for client / <*> ,630,E13,Established session <*> with negotiated time out <*> for client
2015-08-20,"19:02:23,456",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f4a6318b80022 with negotiated timeout 10000 for client / <*> ,631,E13,Established session <*> with negotiated time out <*> for client
2015-08-20,"19:32:55,963",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client / <*>  which had sessionid 0x14f4a6318b80024,632,E10,Closed socket connection for client which had session <*>
2015-08-20,"19:33:02,860",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,633,E6,caught end stream exception
2015-08-20,"19:33:02,860",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client / <*>  which had sessionid 0x14f4a6318b80018,634,E10,Closed socket connection for client which had session <*>
2015-08-21,"15:55:04,347",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client / <*> ; will be dropped if server is in r-o mode,635,E12,Connection request from old client will dropped server mode
2015-08-21,"15:55:07,600",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from / <*> ,636,E2,Accepted socket connection from
2015-08-21,"15:55:14,153",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from / <*> ,637,E2,Accepted socket connection from
2015-08-24,"15:26:54,494",INFO,main,QuorumPeer,913,tickTime set to 2000,638,E3,tick Time set <*>
2015-08-24,"15:27:03,681",WARN,WorkerSender[myid=1],QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,639,E5,Cannot open channel <*> election address
2015-08-24,"15:29:13,641",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,640,E5,Cannot open channel <*> election address
2015-08-24,"15:36:13,663",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,641,E31,Notification time out <*>
2015-08-24,"15:37:13,664",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,642,E5,Cannot open channel <*> election address
2015-08-24,"15:51:13,708",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,643,E31,Notification time out <*>
2015-08-24,"15:55:13,717",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,644,E5,Cannot open channel <*> election address
2015-08-24,"15:57:13,723",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,645,E5,Cannot open channel <*> election address
2015-08-24,"16:02:13,739",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,646,E31,Notification time out <*>
2015-08-24,"16:03:13,740",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,647,E5,Cannot open channel <*> election address
2015-08-24,"16:11:13,765",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,648,E31,Notification time out <*>
2015-08-24,"16:12:13,767",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,649,E5,Cannot open channel <*> election address
2015-08-24,"16:37:13,837",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,650,E5,Cannot open channel <*> election address
2015-08-24,"16:51:13,876",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,651,E5,Cannot open channel <*> election address
2015-08-24,"17:29:13,977",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,652,E5,Cannot open channel <*> election address
2015-08-24,"17:39:14,002",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,653,E5,Cannot open channel <*> election address
2015-08-24,"18:02:14,063",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,654,E31,Notification time out <*>
2015-08-24,"18:04:14,068",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,655,E31,Notification time out <*>
2015-08-24,"18:28:14,133",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,656,E5,Cannot open channel <*> election address
2015-08-24,"18:31:14,142",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,657,E5,Cannot open channel <*> election address
2015-08-24,"18:41:14,170",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,658,E31,Notification time out <*>
2015-08-24,"18:47:14,187",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,659,E31,Notification time out <*>
2015-08-24,"18:51:14,196",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,660,E5,Cannot open channel <*> election address
2015-08-24,"19:01:14,221",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,661,E5,Cannot open channel <*> election address
2015-08-24,"19:05:14,230",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,662,E5,Cannot open channel <*> election address
2015-08-24,"19:09:14,240",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,663,E5,Cannot open channel <*> election address
2015-08-24,"19:19:14,265",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,664,E5,Cannot open channel <*> election address
2015-08-24,"19:31:14,292",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,665,E5,Cannot open channel <*> election address
2015-08-24,"19:45:14,327",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,666,E31,Notification time out <*>
2015-08-24,"19:55:14,351",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,667,E31,Notification time out <*>
2015-08-24,"20:01:14,364",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,668,E5,Cannot open channel <*> election address
2015-08-24,"20:16:14,399",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,669,E5,Cannot open channel <*> election address
2015-08-24,"20:56:14,493",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,670,E5,Cannot open channel <*> election address
2015-08-24,"20:57:14,495",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,671,E5,Cannot open channel <*> election address
2015-08-24,"21:07:14,519",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,672,E5,Cannot open channel <*> election address
2015-08-24,"21:11:14,529",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,673,E31,Notification time out <*>
2015-08-24,"21:26:14,562",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,674,E5,Cannot open channel <*> election address
2015-08-24,"22:04:14,650",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,675,E31,Notification time out <*>
2015-08-24,"22:08:14,659",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,676,E5,Cannot open channel <*> election address
2015-08-24,"22:09:14,662",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,677,E31,Notification time out <*>
2015-08-24,"22:10:14,663",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,678,E5,Cannot open channel <*> election address
2015-08-24,"22:16:14,677",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,679,E5,Cannot open channel <*> election address
2015-08-24,"22:17:14,678",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,680,E5,Cannot open channel <*> election address
2015-08-24,"22:25:14,698",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,681,E31,Notification time out <*>
2015-08-24,"22:32:14,713",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,682,E5,Cannot open channel <*> election address
2015-08-24,"22:39:14,728",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,683,E5,Cannot open channel <*> election address
2015-08-24,"22:42:14,733",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,684,E5,Cannot open channel <*> election address
2015-08-24,"22:45:14,741",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,685,E5,Cannot open channel <*> election address
2015-08-24,"22:48:14,746",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,686,E5,Cannot open channel <*> election address
2015-08-24,"22:49:14,750",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,687,E31,Notification time out <*>
2015-08-24,"22:57:14,766",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,688,E5,Cannot open channel <*> election address
2015-08-24,"23:04:14,782",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,689,E31,Notification time out <*>
2015-08-24,"23:09:14,792",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,690,E5,Cannot open channel <*> election address
2015-08-24,"23:25:14,825",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,691,E31,Notification time out <*>
2015-08-24,"23:26:14,827",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,692,E31,Notification time out <*>
2015-08-24,"23:38:14,850",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,693,E5,Cannot open channel <*> election address
2015-08-24,"23:58:14,891",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,694,E5,Cannot open channel <*> election address
2015-08-25,"00:00:14,897",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,695,E5,Cannot open channel <*> election address
2015-08-25,"00:14:14,924",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,696,E5,Cannot open channel <*> election address
2015-08-25,"00:23:14,943",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,697,E31,Notification time out <*>
2015-08-25,"00:26:14,949",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,698,E5,Cannot open channel <*> election address
2015-08-25,"00:28:14,953",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,699,E5,Cannot open channel <*> election address
2015-08-25,"00:42:14,982",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,700,E31,Notification time out <*>
2015-08-25,"00:44:14,985",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,701,E5,Cannot open channel <*> election address
2015-08-25,"01:12:15,044",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,702,E31,Notification time out <*>
2015-08-25,"01:45:15,113",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,703,E31,Notification time out <*>
2015-08-25,"01:47:15,116",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,704,E5,Cannot open channel <*> election address
2015-08-25,"02:06:15,155",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address / <*> ,705,E5,Cannot open channel <*> election address
2015-08-25,"02:09:15,162",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,706,E31,Notification time out <*>
2015-08-25,"02:36:15,217",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address / <*> ,707,E5,Cannot open channel <*> election address
