Time,Component,Pid,Content,LineId,EventId,EventTemplate
20171223-22:17:24:167,Step_StandReportReceiver,30002312,REPORT : 7070 5047 151439 240,386,E47,REPORT <*>
20171223-22:17:24:348,Step_LSC,30002312,onStandStepChanged 3643,387,E42,Stand Step Changed <*>
20171223-22:17:24:359,Step_LSC,30002312,onExtend:1514038645000 1 0 4,388,E69,Extend <*>
20171223-22:17:24:654,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7070##548560##8661##16256##27288471,389,E22,get Today Total Detail Steps <*>
20171223-22:17:24:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7071##548561##8661##16256##27288973,390,E58,set Today Total Detail Steps <*>
20171223-22:17:24:664,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128146,391,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:24:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,392,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:24:668,Step_StandReportReceiver,30002312,REPORT : 7071 5048 151460 240,393,E47,REPORT <*>
20171223-22:17:24:848,Step_LSC,30002312,onStandStepChanged 3646,394,E42,Stand Step Changed <*>
20171223-22:17:24:860,Step_LSC,30002312,onExtend:1514038645000 3 0 4,395,E69,Extend <*>
20171223-22:17:25:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7071##548561##8661##16256##27288973,396,E22,get Today Total Detail Steps <*>
20171223-22:17:25:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470,397,E58,set Today Total Detail Steps <*>
20171223-22:17:25:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,398,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:25:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,399,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:25:163,Step_StandReportReceiver,30002312,REPORT : 7074 5050 151525 240,400,E47,REPORT <*>
20171223-22:17:27:855,Step_LSC,30002312,onStandStepChanged 3646,401,E42,Stand Step Changed <*>
20171223-22:17:27:859,Step_LSC,30002312,onExtend:1514038648000 0 0 0,402,E69,Extend <*>
20171223-22:17:28:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7074##548562##8661##16256##27289470,403,E22,get Today Total Detail Steps <*>
20171223-22:17:28:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,404,E58,set Today Total Detail Steps <*>
20171223-22:17:28:166,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,405,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:28:170,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,406,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:44:849,Step_LSC,30002312,onStandStepChanged 3647,407,E42,Stand Step Changed <*>
20171223-22:17:44:869,Step_LSC,30002312,onExtend:1514038665000 1 0 4,408,E69,Extend <*>
20171223-22:17:45:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7074##548563##8661##16256##27292475,409,E22,get Today Total Detail Steps <*>
20171223-22:17:45:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,410,E58,set Today Total Detail Steps <*>
20171223-22:17:45:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128231,411,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:45:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,412,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:45:169,Step_StandReportReceiver,30002312,REPORT : 7075 5051 151546 240,413,E47,REPORT <*>
20171223-22:17:45:348,Step_LSC,30002312,onStandStepChanged 3649,414,E42,Stand Step Changed <*>
20171223-22:17:45:366,Step_LSC,30002312,onExtend:1514038666000 2 0 4,415,E69,Extend <*>
20171223-22:17:45:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7075##548564##8661##16256##27309470,416,E22,get Today Total Detail Steps <*>
20171223-22:17:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,417,E58,set Today Total Detail Steps <*>
20171223-22:17:45:663,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128274,418,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:45:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,419,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:45:674,Step_StandReportReceiver,30002312,REPORT : 7077 5052 151589 240,420,E47,REPORT <*>
20171223-22:17:45:851,Step_LSC,30002312,onStandStepChanged 3651,421,E42,Stand Step Changed <*>
20171223-22:17:45:856,Step_LSC,30002312,onExtend:1514038666000 2 0 4,422,E69,Extend <*>
20171223-22:17:46:154,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7077##548565##8661##16256##27309969,423,E22,get Today Total Detail Steps <*>
20171223-22:17:46:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,424,E58,set Today Total Detail Steps <*>
20171223-22:17:46:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128317,425,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:46:167,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,426,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:46:170,Step_StandReportReceiver,30002312,REPORT : 7079 5054 151632 240,427,E47,REPORT <*>
20171223-22:17:46:349,Step_LSC,30002312,onStandStepChanged 3653,428,E42,Stand Step Changed <*>
20171223-22:17:46:364,Step_LSC,30002312,onExtend:1514038667000 2 0 4,429,E69,Extend <*>
20171223-22:17:46:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7079##548566##8661##16256##27310473,430,E22,get Today Total Detail Steps <*>
20171223-22:17:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,431,E58,set Today Total Detail Steps <*>
20171223-22:17:46:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128360,432,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:46:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,433,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:46:662,Step_StandReportReceiver,30002312,REPORT : 7081 5055 151675 240,434,E47,REPORT <*>
20171223-22:17:46:848,Step_LSC,30002312,onStandStepChanged 3655,435,E42,Stand Step Changed <*>
20171223-22:17:46:858,Step_LSC,30002312,onExtend:1514038667000 2 0 4,436,E69,Extend <*>
20171223-22:17:47:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7081##548567##8661##16256##27310970,437,E22,get Today Total Detail Steps <*>
20171223-22:17:47:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,438,E58,set Today Total Detail Steps <*>
20171223-22:17:47:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128403,439,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:47:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,440,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:47:166,Step_StandReportReceiver,30002312,REPORT : 7083 5057 151717 240,441,E47,REPORT <*>
20171223-22:17:47:349,Step_LSC,30002312,onStandStepChanged 3656,442,E42,Stand Step Changed <*>
20171223-22:17:47:366,Step_LSC,30002312,onExtend:1514038668000 1 0 4,443,E69,Extend <*>
20171223-22:17:47:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7083##548568##8661##16256##27311472,444,E22,get Today Total Detail Steps <*>
20171223-22:17:47:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,445,E58,set Today Total Detail Steps <*>
20171223-22:17:47:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128424,446,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:47:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,447,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:47:662,Step_StandReportReceiver,30002312,REPORT : 7084 5057 151739 240,448,E47,REPORT <*>
20171223-22:17:47:848,Step_LSC,30002312,onStandStepChanged 3658,449,E42,Stand Step Changed <*>
20171223-22:17:47:854,Step_LSC,30002312,onExtend:1514038668000 2 0 4,450,E69,Extend <*>
20171223-22:17:48:148,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7084##548569##8661##16256##27311970,451,E22,get Today Total Detail Steps <*>
20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,452,E58,set Today Total Detail Steps <*>
20171223-22:17:48:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128467,453,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:48:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,454,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:48:164,Step_StandReportReceiver,30002312,REPORT : 7086 5059 151782 240,455,E47,REPORT <*>
20171223-22:17:48:348,Step_LSC,30002312,onStandStepChanged 3660,456,E42,Stand Step Changed <*>
20171223-22:17:48:357,Step_LSC,30002312,onExtend:1514038669000 2 0 4,457,E69,Extend <*>
20171223-22:17:48:648,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467,458,E22,get Today Total Detail Steps <*>
20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,459,E58,set Today Total Detail Steps <*>
20171223-22:17:48:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128510,460,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:48:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,461,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:48:661,Step_StandReportReceiver,30002312,REPORT : 7088 5060 151824 240,462,E47,REPORT <*>
20171223-22:17:48:848,Step_LSC,30002312,onStandStepChanged 3662,463,E42,Stand Step Changed <*>
20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,464,E69,Extend <*>
20171223-22:17:49:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,465,E22,get Today Total Detail Steps <*>
20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,466,E58,set Today Total Detail Steps <*>
20171223-22:17:49:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128553,467,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:49:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,468,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:49:166,Step_StandReportReceiver,30002312,REPORT : 7090 5062 151867 240,469,E47,REPORT <*>
20171223-22:17:49:353,Step_LSC,30002312,onStandStepChanged 3664,470,E42,Stand Step Changed <*>
20171223-22:17:49:358,Step_LSC,30002312,onExtend:1514038670000 2 0 4,471,E69,Extend <*>
20171223-22:17:49:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468,472,E22,get Today Total Detail Steps <*>
20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,473,E58,set Today Total Detail Steps <*>
20171223-22:17:49:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128595,474,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:49:664,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,475,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:49:664,Step_StandReportReceiver,30002312,REPORT : 7092 5063 151910 240,476,E47,REPORT <*>
20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,477,E42,Stand Step Changed <*>
20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,478,E69,Extend <*>
20171223-22:17:50:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,479,E22,get Today Total Detail Steps <*>
20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,480,E58,set Today Total Detail Steps <*>
20171223-22:17:50:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128638,481,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:50:158,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,482,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:50:160,Step_StandReportReceiver,30002312,REPORT : 7094 5065 151953 240,483,E47,REPORT <*>
20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,484,E42,Stand Step Changed <*>
20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,485,E69,Extend <*>
20171223-22:17:50:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,486,E22,get Today Total Detail Steps <*>
20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,487,E58,set Today Total Detail Steps <*>
20171223-22:17:50:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128660,488,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:50:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,489,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,490,E47,REPORT <*>
20171223-22:17:50:849,Step_LSC,30002312,onStandStepChanged 3669,491,E42,Stand Step Changed <*>
20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,492,E69,Extend <*>
20171223-22:17:51:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,493,E22,get Today Total Detail Steps <*>
20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,494,E58,set Today Total Detail Steps <*>
20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,495,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:51:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,496,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:51:165,Step_StandReportReceiver,30002312,REPORT : 7097 5067 152017 240,497,E47,REPORT <*>
20171223-22:17:51:362,Step_LSC,30002312,onStandStepChanged 3671,498,E42,Stand Step Changed <*>
20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,499,E69,Extend <*>
20171223-22:17:51:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469,500,E22,get Today Total Detail Steps <*>
20171223-22:17:51:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,501,E58,set Today Total Detail Steps <*>
20171223-22:17:51:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128745,502,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:51:677,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,503,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:51:681,Step_StandReportReceiver,30002312,REPORT : 7099 5068 152060 240,504,E47,REPORT <*>
20171223-22:17:51:848,Step_LSC,30002312,onStandStepChanged 3673,505,E42,Stand Step Changed <*>
20171223-22:17:51:854,Step_LSC,30002312,onExtend:1514038672000 2 0 4,506,E69,Extend <*>
20171223-22:17:52:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983,507,E22,get Today Total Detail Steps <*>
20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,508,E58,set Today Total Detail Steps <*>
20171223-22:17:52:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128788,509,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:52:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,510,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:52:169,Step_StandReportReceiver,30002312,REPORT : 7101 5070 152103 240,511,E47,REPORT <*>
20171223-22:17:52:848,Step_LSC,30002312,onStandStepChanged 3674,512,E42,Stand Step Changed <*>
20171223-22:17:52:855,Step_LSC,30002312,onExtend:1514038673000 1 0 4,513,E69,Extend <*>
20171223-22:17:53:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7101##548578##8661##16256##27316470,514,E22,get Today Total Detail Steps <*>
20171223-22:17:53:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7102##548579##8661##16256##27317468,515,E58,set Today Total Detail Steps <*>
20171223-22:17:53:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128810,516,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:53:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,517,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:53:169,Step_StandReportReceiver,30002312,REPORT : 7102 5070 152124 240,518,E47,REPORT <*>
20171223-22:17:53:849,Step_LSC,30002312,onStandStepChanged 3675,519,E42,Stand Step Changed <*>
20171223-22:17:53:859,Step_LSC,30002312,onExtend:1514038674000 1 0 4,520,E69,Extend <*>
20171223-22:17:54:152,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7102##548579##8661##16256##27317468,521,E22,get Today Total Detail Steps <*>
20171223-22:17:54:153,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7103##548580##8661##16256##27318472,522,E58,set Today Total Detail Steps <*>
20171223-22:17:54:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128831,523,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:54:175,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,524,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:54:176,Step_StandReportReceiver,30002312,REPORT : 7103 5071 152146 240,525,E47,REPORT <*>
20171223-22:17:54:849,Step_LSC,30002312,onStandStepChanged 3676,526,E42,Stand Step Changed <*>
20171223-22:17:54:864,Step_LSC,30002312,onExtend:1514038675000 1 0 4,527,E69,Extend <*>
20171223-22:17:55:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7103##548580##8661##16256##27318472,528,E22,get Today Total Detail Steps <*>
20171223-22:17:55:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7104##548581##8661##16256##27319473,529,E58,set Today Total Detail Steps <*>
20171223-22:17:55:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128853,530,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:55:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,531,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:55:169,Step_StandReportReceiver,30002312,REPORT : 7104 5072 152167 240,532,E47,REPORT <*>
20171223-22:17:55:348,Step_LSC,30002312,onStandStepChanged 3677,533,E42,Stand Step Changed <*>
20171223-22:17:55:381,Step_LSC,30002312,onExtend:1514038676000 1 0 4,534,E69,Extend <*>
20171223-22:17:55:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7104##548581##8661##16256##27319473,535,E22,get Today Total Detail Steps <*>
20171223-22:17:55:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,536,E58,set Today Total Detail Steps <*>
20171223-22:17:55:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128874,537,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:55:660,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,538,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:55:664,Step_StandReportReceiver,30002312,REPORT : 7105 5072 152189 240,539,E47,REPORT <*>
20171223-22:17:56:349,Step_LSC,30002312,onStandStepChanged 3678,540,E42,Stand Step Changed <*>
20171223-22:17:56:361,Step_LSC,30002312,onExtend:1514038677000 1 0 4,541,E69,Extend <*>
20171223-22:17:56:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7105##548582##8661##16256##27319968,542,E22,get Today Total Detail Steps <*>
20171223-22:17:56:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,543,E58,set Today Total Detail Steps <*>
20171223-22:17:56:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128895,544,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:56:671,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,545,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:56:678,Step_StandReportReceiver,30002312,REPORT : 7106 5073 152210 240,546,E47,REPORT <*>
20171223-22:17:57:349,Step_LSC,30002312,onStandStepChanged 3679,547,E42,Stand Step Changed <*>
20171223-22:17:57:372,Step_LSC,30002312,onExtend:1514038678000 1 0 4,548,E69,Extend <*>
20171223-22:17:57:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7106##548583##8661##16256##27320969,549,E22,get Today Total Detail Steps <*>
20171223-22:17:57:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,550,E58,set Today Total Detail Steps <*>
20171223-22:17:57:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128917,551,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:57:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,552,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:57:662,Step_StandReportReceiver,30002312,REPORT : 7107 5074 152231 240,553,E47,REPORT <*>
20171223-22:17:57:849,Step_LSC,30002312,onStandStepChanged 3681,554,E42,Stand Step Changed <*>
20171223-22:17:57:862,Step_LSC,30002312,onExtend:1514038678000 2 0 4,555,E69,Extend <*>
20171223-22:17:58:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7107##548584##8661##16256##27321969,556,E22,get Today Total Detail Steps <*>
20171223-22:17:58:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,557,E58,set Today Total Detail Steps <*>
20171223-22:17:58:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128960,558,E4,calculate Calories With Cache total Calories <*>
20171223-22:17:58:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,559,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:17:58:167,Step_StandReportReceiver,30002312,REPORT : 7109 5075 152274 240,560,E47,REPORT <*>
20171223-22:17:59:858,Step_LSC,30002312,onStandStepChanged 3683,561,E42,Stand Step Changed <*>
20171223-22:17:59:872,Step_LSC,30002312,onExtend:1514038680000 2 0 4,562,E69,Extend <*>
20171223-22:18:0:134,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,563,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:18:0:158,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038560000##7109##548585##8661##16256##27322469,564,E22,get Today Total Detail Steps <*>
20171223-22:18:0:159,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478,565,E58,set Today Total Detail Steps <*>
20171223-22:18:0:168,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129002,566,E4,calculate Calories With Cache total Calories <*>
20171223-22:18:0:171,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,567,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:18:0:172,Step_StandReportReceiver,30002312,REPORT : 7111 5077 152317 240,568,E47,REPORT <*>
20171223-22:18:1:349,Step_LSC,30002312,onStandStepChanged 3684,569,E42,Stand Step Changed <*>
20171223-22:18:1:361,Step_LSC,30002312,onExtend:1514038682000 1 0 4,570,E69,Extend <*>
20171223-22:18:1:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7111##548640##8661##16256##27324478,571,E22,get Today Total Detail Steps <*>
20171223-22:18:1:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,572,E58,set Today Total Detail Steps <*>
20171223-22:18:1:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129024,573,E4,calculate Calories With Cache total Calories <*>
20171223-22:18:1:663,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,574,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:18:1:664,Step_StandReportReceiver,30002312,REPORT : 7112 5077 152339 240,575,E47,REPORT <*>
20171223-22:18:2:349,Step_LSC,30002312,onStandStepChanged 3685,576,E42,Stand Step Changed <*>
20171223-22:18:2:363,Step_LSC,30002312,onExtend:1514038683000 1 0 4,577,E69,Extend <*>
20171223-22:18:2:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7112##548695##8661##16256##27325968,578,E22,get Today Total Detail Steps <*>
20171223-22:18:2:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,579,E58,set Today Total Detail Steps <*>
20171223-22:18:2:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129045,580,E4,calculate Calories With Cache total Calories <*>
20171223-22:18:2:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,581,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:18:2:662,Step_StandReportReceiver,30002312,REPORT : 7113 5078 152360 240,582,E47,REPORT <*>
20171223-22:18:5:351,Step_LSC,30002312,onStandStepChanged 3686,583,E42,Stand Step Changed <*>
20171223-22:18:5:358,Step_LSC,30002312,onExtend:1514038686000 1 0 4,584,E69,Extend <*>
20171223-22:18:5:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7113##548750##8661##16256##27326969,585,E22,get Today Total Detail Steps <*>
20171223-22:18:5:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,586,E58,set Today Total Detail Steps <*>
20171223-22:18:5:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,587,E4,calculate Calories With Cache total Calories <*>
20171223-22:18:5:684,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,588,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:18:5:684,Step_StandReportReceiver,30002312,REPORT : 7114 5079 152381 240,589,E47,REPORT <*>
20171223-22:18:5:849,Step_LSC,30002312,onStandStepChanged 3686,590,E42,Stand Step Changed <*>
20171223-22:18:5:854,Step_LSC,30002312,onExtend:1514038686000 0 0 0,591,E69,Extend <*>
20171223-22:18:6:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548805##8661##16256##27329972,592,E22,get Today Total Detail Steps <*>
20171223-22:18:6:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,593,E58,set Today Total Detail Steps <*>
20171223-22:18:6:164,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,594,E4,calculate Calories With Cache total Calories <*>
